ID,Year,Title,Authors,Journal,Volume,Issue,Page start,Page end,Document Type,Abstract,Species,Cell Type,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,total
663,2015,Single-cell transcriptome analysis reveals dynamic changes in IncRNA expression during reprogramming,"Kim, D.H. # Marinov, G.K. # Pepke, S. # Singer, Z.S. # He, P. # Williams, B. # Schroth, G.P. # Elowitz, M.B. # Wold, B.J. #",Cell Stem Cell,16,1,88,101,Article,"Cellular reprogramming highlights the epigenetic plasticity of the somatic cell state. Long noncoding RNAs (lncRNAs) have emerging roles in epigenetic regulation, but their potential functions in reprogramming cell fate have been largely unexplored. We used single-cell RNA sequencing to characterize the expression patterns of over 16,000 genes, including 437 lncRNAs, during defined stages of reprogramming to pluripotency. Self-organizing maps (SOMs) were used as an intuitive way to structure and interrogate transcriptome data at the single-cell level. Early molecular events during reprogramming involved the activation of Ras signaling pathways, along with hundreds of lncRNAs. Loss-of-function studies showed that activated lncRNAs can repress lineage-specific genes, while lncRNAs activated in multiple reprogramming cell types can regulate metabolic gene expression. Our findings demonstrate that reprogramming cells activate defined sets of functionally relevant lncRNAs and provide a resource to further investigate how dynamic changes in the transcriptome reprogram cell state. © 2015 Elsevier Inc.",Mouse,iPS cell,0,0,0,0,0,0,0,0,6,20,26
664,2015,Dynamic transcription of distinct classes of endogenous retroviral elements marks specific populations of early human embryonic cells,"Goeke, J. # Lu, X. # Chan, Y.-S. # Ng, H.-H. # Ly, L.-H. # Sachs, F. # Szczerbinska, I. #",Cell Stem Cell,16,2,135,141,Article,"About half of the human genome consists of highly repetitive elements, most of which are considered dispensable for human life. Here, we report that repetitive elements originating from endogenous retroviruses (ERVs) are systematically transcribed during human early embryogenesis in a stage-specific manner. Our analysis highlights that the long terminal repeats (LTRs) of ERVs provide the template for stage-specific transcription initiation, thereby generating hundreds of co-expressed, ERV-derived RNAs. Conversion of human embryonic stem cells (hESCs) to an epiblast-like state activates blastocyst-specific ERV elements, indicating that their activity dynamically reacts to changes in regulatory networks. In addition to initiating stage-specific transcription, many ERV families contain preserved splice sites that join the ERV segment with non-ERV exons in their genomic vicinity. In summary, we find that ERV expression is a hallmark of cellular identity and cell potency that characterizes the cell populations in early human embryos. © 2015 Elsevier Inc.",Human,Embryonic stem cell,0,0,0,0,0,0,0,0,7,18,25
665,2015,Small molecules enhance crispr genome editing in pluripotent stem cells,"Yu, C. # Liu, Y. # Ma, T. # Liu, K. # Xu, S. # Zhang, Y. # Liu, H. # La Russa, M. # Xie, M. # Ding, S. # Qi, L.S. #",Cell Stem Cell,16,2,142,147,Article,"The bacterial CRISPR-Cas9 system has emerged as an effective tool for sequence-specific gene knockout through non-homologous end joining (NHEJ), but it remains inefficient for precise editing of genome sequences. Here we develop a reporter-based screening approach for high-throughput identification of chemical compounds that can modulate precise genome editing through homology-directed repair (HDR). Using our screening method, we have identified small molecules that can enhance CRISPR-mediated HDR efficiency, 3-fold for large fragment insertions and 9-fold for point mutations. Interestingly, we have also observed that a small molecule that inhibits HDR can enhance frame shift insertion and deletion (indel) mutations mediated by NHEJ. The identified small molecules function robustly in diverse cell types with minimal toxicity. The use of small molecules provides a simple and effective strategy to enhance precise genome engineering applications and facilitates the study of DNA repair mechanisms in mammalian cells. © 2015 Elsevier Inc.","Human, Mouse","iPS cell, Embryonic stem cell",0,0,0,0,0,0,0,0,17,54,71
666,2015,Tolerance induction and reversal of diabetes in mice transplanted with human embryonic stem cell-derived pancreatic endoderm,"Szot, G.L. # Yadav, M. # Lang, J. # Kroon, E. # Kerr, J. # Kadoya, K. # Brandon, E.P. # Baetge, E.E. # Bour-Jordan, H. # Bluestone, J.A. #",Cell Stem Cell,16,2,148,157,Article,"Type 1 diabetes (T1D) is an autoimmune disease caused by T cell-mediated destruction of insulin-producing _ cells in the islets of Langerhans. In most cases, reversal of disease would require strategies combining islet cell replacement with immunotherapy that are currently available only for the most severely affected patients. Here, we demonstrate that immunotherapies that target T cell costimulatory pathways block the rejection of xenogeneic human embryonic-stem-cell-derived pancreatic endoderm (hESC-PE) in mice. The therapy allowed for long-term development of hESC-PE into islet-like structures capable of producing human insulin and maintaining normoglycemia. Moreover, short-term costimulation blockade led to robust immune tolerance that could be transferred independently of regulatory T cells. Importantly, costimulation blockade prevented the rejection of allogeneic hESC-PE by human PBMCs in a humanized model in vivo. These results support the clinical development of hESC-derived therapy, combined with tolerogenic treatments, as a sustainable alternative strategy for patients with T1D. © 2015 Elsevier Inc.",Human,Embryonic stem cell,0,0,0,0,0,0,0,0,10,8,18
667,2015,Ascl2 acts as an R-spondin/wnt-responsive switch to control stemness in intestinal crypts,"Schuijers, J. # Junker, J.P. # Mokry, M. # Hatzis, P. # Koo, B.-K. # Sasselli, V. # Van Der Flier, L.G. # Cuppen, E. # Van Oudenaarden, A. # Clevers, H. #",Cell Stem Cell,16,2,158,170,Article,"The Wnt signaling pathway controls stem cell identity in the intestinal epithelium and in many other adult organs. The transcription factor Ascl2 (a Wnt target gene) is a master regulator of intestinal stem cell identity. It is unclear how the continuous Wnt gradient along the crypt axis is translated into discrete expression of Ascl2 and discrete specification of stem cells at crypt bottoms. We show that (1) Ascl2 is regulated in a direct autoactivatory loop, leading to a distinct on/off expression pattern, and (2) Wnt/R-spondin can activate this regulatory loop. This mechanism interprets the Wnt levels in the intestinal crypt and translates the continuous Wnt signal into a discrete Ascl2 ""on"" or ""off"" decision. In turn, Ascl2, together with _-catenin/Tcf, activates the genes fundamental to the stem cell state. In this manner, Ascl2 forms a transcriptional switch that is both Wnt responsive and Wnt dependent to define stem cell identity. © 2015 Elsevier Inc.",Mouse,Tissue stem cell,0,0,0,0,0,0,0,0,5,14,19
668,2015,The NAD+-dependent sirt1 deacetylase translates a metabolic switch into regulatory epigenetics in skeletal muscle stem cells,"Ryall, J.G. # Dell'Orso, S. # Derfoul, A. # Juan, A. # Zare, H. # Feng, X. # Clermont, D. # Koulnis, M. # Gutierrez-Cruz, G. # Fulco, M. # Sartorelli, V. #",Cell Stem Cell,16,2,171,183,Article,"Stem cells undergo a shift in metabolic substrate utilization during specification and/or differentiation, a process that has been termed metabolic reprogramming. Here, we report that during the transition from quiescence to proliferation, skeletal muscle stem cells experience a metabolic switch from fatty acid oxidation to glycolysis. This reprogramming of cellular metabolism decreases intracellular NAD+ levels and the activity of the histone deacetylase SIRT1, leading to elevated H4K16 acetylation and activation of muscle gene transcription. Selective genetic ablation of the SIRT1 deacetylase domain in skeletal muscle results in increased H4K16 acetylation and deregulated activation of the myogenic program in SCs. Moreover, mice with muscle-specific inactivation of the SIRT1 deacetylase domain display reduced myofiber size, impaired muscle regeneration, and derepression of muscle developmental genes. Overall, these findings reveal how metabolic cues can be mechanistically translated into epigenetic modifications that regulate skeletal muscle stem cell biology. © 2015 Elsevier Inc.",Mouse,Tissue stem cell,0,0,0,0,0,0,0,0,15,27,42
669,2015,Injury induces direct lineage segregation of functionally distinct airway basal stem/progenitor cell subpopulations,"Pardo-Saganta, A. # Law, B.M. # Tata, P.R. # Villoria, J. # Saez, B. # Mou, H. # Zhao, R. # Rajagopal, J. #",Cell Stem Cell,16,2,184,197,Article,"Following injury, stem cells restore normal tissue architecture by producing the proper number and proportions of differentiated cells. Current models of airway epithelial regeneration propose that distinct cytokeratin 8-expressing progenitor cells, arising from p63+ basal stem cells, subsequently differentiate into secretory and ciliated cell lineages. We now show that immediately following injury, discrete subpopulations of p63+ airway basal stem/progenitor cells themselves express Notch pathway components associated with either secretory or ciliated cell fate commitment. One basal cell population displays intracellular Notch2 activation and directly generates secretory cells; the other expresses c-myb and directly yields ciliated cells. Furthermore, disrupting Notch ligand activity within the basal cell population at large disrupts the normal pattern of lineage segregation. These non-cell-autonomous effects demonstrate that effective airway epithelial regeneration requires intercellular communication within the broader basal stem/progenitor cell population. These findings have broad implications for understanding epithelial regeneration and stem cell heterogeneity. © 2015 Elsevier Inc.",Mouse,Tissue stem cell,0,0,0,0,0,0,0,0,6,14,20
670,2015,Human embryonic stem cell-derived oligodendrocyte progenitors remyelinate the brain and rescue behavioral deficits following radiation,"Piao, J. # Major, T. # Auyeung, G. # Policarpio, E. # Menon, J. # Droms, L. # Gutin, P. # Uryu, K. # Tchieu, J. # Soulet, D. # Tabar, V. #",Cell Stem Cell,16,2,198,210,Article,"Radiation therapy to the brain is a powerful tool in the management of many cancers, but it is associated with significant and irreversible long-term side effects, including cognitive decline and impairment of motor coordination. Depletion of oligodendrocyte progenitors and demyelination are major pathological features that are particularly pronounced in younger individuals and severely limit therapeutic options. Here we tested whether human ESC-derived oligodendrocytes can functionally remyelinate the irradiated brain using a rat model. We demonstrate the efficient derivation and prospective isolation of human oligodendrocyte progenitors, which, upon transplantation, migrate throughout the major white matter tracts resulting in both structural and functional repair. Behavioral testing showed complete recovery of cognitive function while additional recovery from motor deficits required concomitant transplantation into the cerebellum. The ability to repair radiation-induced damage to the brain could dramatically improve the outlook for cancer survivors and enable more effective use of radiation therapies, especially in children. © 2015 Elsevier Inc.",Human,Embryonic stem cell,0,0,0,0,0,0,0,0,10,20,30
671,2015,Successful function of autologous iPSC-derived dopamine neurons following transplantation in a non-human primate model of Parkinson's disease,"Hallett, P.J. # Deleidi, M. # Astradsson, A. # Smith, G.A. # Cooper, O. # Osborn, T.M. # Sundberg, M. # Moore, M.A. # Perez-Torres, E. # Brownell, A.-L. # Schumacher, J.M. # Spealman, R.D. # Isacson, O. #",Cell Stem Cell,16,3,269,274,Article,"Autologous transplantation of patient-specific induced pluripotent stem cell (iPSC)-derived neurons is a potential clinical approach for treatment of neurological disease. Preclinical demonstration of long-term efficacy, feasibility, and safety of iPSC-derived dopamine neurons in non-human primate models will be an important step in clinical development of cell therapy. Here, we analyzed cynomolgus monkey (CM) iPSC-derived midbrain dopamine neurons for up to 2 years following autologous transplantation in a Parkinson's disease (PD) model. In one animal, with the most successful protocol, we found that unilateral engraftment of CM-iPSCs could provide a gradual onset of functional motor improvement contralateral to the side of dopamine neuron transplantation, and increased motor activity, without a need for immunosuppression. Postmortem analyses demonstrated robust survival of midbrain-like dopaminergic neurons and extensive outgrowth into the transplanted putamen. Our proof of concept findings support further development of autologous iPSC-derived cell transplantation for treatment of PD. © 2015 Elsevier Inc.",Primate,iPS cell,0,0,0,0,0,0,0,0,7,35,42
672,2015,Transient pairing of homologous Oct4 alleles accompanies the onset of embryonic stem cell differentiation,"Hogan, M.S. # Parfitt, D.-E. # Zepeda-Mendoza, C.J. # Shen, M.M. # Spector, D.L. #",Cell Stem Cell,16,3,275,288,Article,"The relationship between chromatin organization and transcriptional regulation is an area of intense investigation. We characterized the spatial relationships between alleles of the Oct4, Sox2, and Nanog genes in single cells during the earliest stages of mouse embryonic stem cell (ESC) differentiation and during embryonic development. We describe homologous pairing of the Oct4 alleles during ESC differentiation and embryogenesis, and we present evidence that pairing is correlated with the kinetics of ESC differentiation. Importantly, we identify critical DNA elements within the Oct4 promoter/enhancer region that mediate pairing of Oct4 alleles. Finally, we show that mutation of OCT4/SOX2 binding sites within this region abolishes inter-chromosomal interactions and affects accumulation of the repressive H3K9me2 modification at the Oct4 enhancer. Our findings demonstrate that chromatin organization and transcriptional programs are intimately connected in ESCs and that the dynamic positioning of the Oct4 alleles is associated with the transition from pluripotency to lineage specification. © 2015 Elsevier Inc.",Mouse,Embryonic stem cell,0,0,0,0,0,0,0,0,1,8,9
673,2015,M6A RNA methylation is regulated by microRNAs and promotes reprogramming to pluripotency,"Chen, T. # Hao, Y.-J. # Zhang, Y. # Li, M.-M. # Wang, M. # Han, W. # Wu, Y. # Lv, Y. # Hao, J. # Wang, L. # Li, A. # Yang, Y. # Jin, K.-X. # Zhao, X. # Li, Y. # Ping, X.-L. # Lai, W.-Y. # Wu, L.-G. # Jiang, G. # Wang, H.-L. # Sang, L. # Wang, X.-J. # Yang, Y.-G. # Zhou, Q. #",Cell Stem Cell,16,3,289,301,Article,"N6-methyladenosine (m6A) has been recently identified as a conserved epitranscriptomic modification of eukaryotic mRNAs, but its features, regulatory mechanisms, and functions in cell reprogramming are largely unknown. Here, we report m6A modification profiles in the mRNA transcriptomes of four cell types with different degrees of pluripotency. Comparative analysis reveals several features of m6A, especially gene- and cell-type-specific m6A mRNA modifications. We also show that microRNAs (miRNAs) regulate m6A modification via a sequence pairing mechanism. Manipulation of miRNA expression or sequences alters m6A modification levels through modulating the binding of METTL3 methyltransferase to mRNAs containing miRNA targeting sites. Increased m6A abundance promotes the reprogramming of mouse embryonic fibroblasts (MEFs) to pluripotent stem cells; conversely, reduced m6A levels impede reprogramming. Our results therefore uncover a role for miRNAs in regulating m6A formation of mRNAs and provide a foundation for future functional studies of m6A modification in cell reprogramming. © 2015 Elsevier Inc.",Mouse,iPS cell,0,0,0,0,0,0,0,0,5,36,41
674,2015,CDK6 levels regulate quiescence exit in human hematopoietic stem cells,"Laurenti, E. # Frelin, C. # Xie, S. # Ferrari, R. # Dunant, C.F. # Zandi, S. # Neumann, A. # Plumb, I. # Doulatov, S. # Chen, J. # April, C. # Fan, J.-B. # Iscove, N. # Dick, J.E. #",Cell Stem Cell,16,3,302,313,Article,"Regulated blood production is achieved through the hierarchical organization of dormant hematopoietic stem cell (HSC) subsets that differ in self-renewal potential and division frequency, with long-term (LT)-HSCs dividing the least. The molecular mechanisms underlying this variability in HSC division kinetics are unknown. We report here that quiescence exit kinetics are differentially regulated within human HSC subsets through the expression level of CDK6. LT-HSCs lack CDK6 protein. Short-term (ST)-HSCs are also quiescent but contain high CDK6 protein levels that permit rapid cell cycle entry upon mitogenic stimulation. Enforced CDK6 expression in LT-HSCs shortens quiescence exit and confers competitive advantage without impacting function. Computational modeling suggests that this independent control of quiescence exit kinetics inherently limits LT-HSC divisions and preserves the HSC pool to ensure lifelong hematopoiesis. Thus, differential expression of CDK6 underlies heterogeneity in stem cell quiescence states that functionally regulates this highly regenerative system. © 2015 The Authors.",Human,Hematopoietic stem cell,0,0,0,0,0,0,0,0,5,19,24
675,2015,Premigratory and migratory neural crest cells are multipotent in vivo,"Baggiolini, A. # Varum, S. # Mateos, J.M. # Bettosini, D. # John, N. # Bonalli, M. # Ziegler, U. # Dimou, L. # Clevers, H. # Furrer, R. # Sommer, L. #",Cell Stem Cell,16,3,314,322,Article,"The neural crest (NC) is an embryonic stem/progenitor cell population that generates a diverse array of cell lineages, including peripheral neurons, myelinating Schwann cells, and melanocytes, among others. However, there is a long-standing controversy as to whether this broad developmental perspective reflects in vivo multipotency of individual NC cells or whether the NC is comprised of a heterogeneous mixture of lineage-restricted progenitors. Here, we resolve this controversy by performing in vivo fate mapping of single trunk NC cells both at premigratory and migratory stages using the R26R-Confetti mouse model. By combining quantitative clonal analyses with definitive markers of differentiation, we demonstrate that the vast majority of individual NC cells are multipotent, with only few clones contributing to single derivatives. Intriguingly, multipotency is maintained in migratory NC cells. Thus, our findings provide definitive evidence for the in vivo multipotency of both premigratory and migrating NC cells in the mouse. © 2015 Elsevier Inc.",Mouse,Neural stem cell,0,0,0,0,0,0,0,0,9,11,20
676,2015,A continuous molecular roadmap to iPSC reprogramming through progression analysis of single-cell mass cytometry,"Zunder, E.R. # Lujan, E. # Goltsev, Y. # Wernig, M. # Nolan, G.P. #",Cell Stem Cell,16,3,323,337,Article,"To analyze cellular reprogramming at the single-cell level, mass cytometry was used to simultaneously measure markers of pluripotency, differentiation, cell-cycle status, and cellular signaling throughout the reprogramming process. Time-resolved progression analysis of the resulting data sets was used to construct a continuous molecular roadmap for three independent reprogramming systems. Although these systems varied substantially in Oct4, Sox2, Klf4, and c-Myc stoichiometry, they presented a common set of reprogramming landmarks. Early in the reprogramming process, Oct4(high)Klf4(high) cells transitioned to a CD73(high)CD104(high)CD54(low) partially reprogrammed state. Ki67(low) cells from this intermediate population reverted to a MEF-like phenotype, but Ki67(high) cells advanced through the M-E-T and then bifurcated into two distinct populations: an ESC-like Nanog(high)Sox2(high)CD54(high) population and a mesendoderm-like Nanog(low)Sox2(low)Lin28(high)CD24(high)PDGFR-_(high) population. The methods developed here for time-resolved, single-cell progression analysis may be used for the study of additional complex and dynamic systems, such as cancer progression and embryonic development. © 2015 Elsevier Inc.",Mouse,iPS cell,0,0,0,0,0,0,0,0,6,23,29
677,2015,Lymphoid regeneration from gene-corrected SCID-X1 subject-derived iPSCs,"Menon, T. # Firth, A.L. # Scripture-Adams, D.D. # Galic, Z. # Qualls, S.J. # Gilmore, W.B. # Ke, E. # Singer, O. # Anderson, L.S. # Bornzin, A.R. # Alexander, I.E. # Zack, J.A. # Verma, I.M. #",Cell Stem Cell,16,4,367,372,Article,"X-linked Severe Combined Immunodeficiency (SCID-X1) is a genetic disease that leaves newborns at high risk of serious infection and a predicted life span of less than 1 year in the absence of a matched bone marrow donor. The disease pathogenesis is due to mutations in the gene encoding the Interleukin-2 receptor gamma chain (IL-2R_), leading to a lack of functional lymphocytes. With the leukemogenic concerns of viral gene therapy there is a need to explore alternative therapeutic options. We have utilized induced pluripotent stem cell (iPSC) technology and genome editing mediated by TALENs to generate isogenic subject-specific mutant and gene-corrected iPSC lines. While the subject-derived mutant iPSCs have the capacity to generate hematopoietic precursors and myeloid cells, only wild-type and gene-corrected iPSCs can additionally generate mature NK cells and T cell precursors expressing the correctly spliced IL-2R_. This study highlights the potential for the development of autologous cell therapy for SCID-X1 subjects. © 2015 Elsevier Inc. All rights reserved.",Human,iPS cell,0,0,0,0,0,0,0,0,4,12,16
678,2015,Elucidating molecular phenotypes caused by the SORL1 Alzheimer's disease genetic risk factor using human induced pluripotent stem cells,"Young, J.E. # Boulanger-Weill, J. # Williams, D.A. # Woodruff, G. # Buen, F. # Revilla, A.C. # Herrera, C. # Israel, M.A. # Yuan, S.H. # Edland, S.D. # Goldstein, L.S.B. #",Cell Stem Cell,16,4,373,385,Article,"Predisposition to sporadic Alzheimer's disease (SAD) involves interactions between a person's unique combination of genetic variants and the environment. The molecular effect of these variants may be subtle and difficult to analyze with standard in vitro or in vivo models. Here we used hIPSCs to examine genetic variation in the SORL1 gene and possible contributions to SAD-related phenotypes in human neurons. We found that human neurons carrying SORL1 variants associated with an increased SAD risk show a reduced response to treatment with BDNF, at the level of both SORL1 expression and APP processing. shRNA knockdown of SORL1 demonstrates that the differences in BDNF-induced APP processing between genotypes are dependent on SORL1 expression. We propose that the variation in SORL1 expression induction by BDNF is modulated by common genetic variants and can explain how genetic variation in this one locus can contribute to an individual's risk of developing SAD. © 2015 Elsevier Inc. All rights reserved.",Human,iPS cell,0,0,0,0,0,0,0,0,2,20,22
679,2015,Epigenetic priming of enhancers predicts developmental competence of hESC-derived endodermal lineage intermediates,"Wang, A. # Yue, F. # Li, Y. # Xie, R. # Harper, T. # Patel, N.A. # Muth, K. # Palmer, J. # Qiu, Y. # Wang, J. # Lam, D.K. # Raum, J.C. # Stoffers, D.A. # Ren, B. # Sander, M. #",Cell Stem Cell,16,4,386,399,Article,"Embryonic development relies on the capacity of progenitor cells to appropriately respond to inductive cues, a cellular property known as developmental competence. Here, we report that epigenetic priming of enhancers signifies developmental competence during endodermal lineage diversification. Chromatin mapping during pancreatic and hepatic differentiation of human embryonic stem cells revealed the en masse acquisition of a poised chromatin state at enhancers specific to endoderm-derived cell lineages in gut tube intermediates. Experimentally, the acquisition of this poised enhancer state predicts the ability of endodermal intermediates to respond to inductive signals. Furthermore, these enhancers are first recognized by the pioneer transcription factors FOXA1 and FOXA2 when competence is acquired, while subsequent recruitment of lineage-inductive transcription factors, such as PDX1, leads to enhancer and target gene activation. Together, our results identify the acquisition of a poised chromatin state at enhancers as a mechanism by which progenitor cells acquire developmental competence. © 2015 Elsevier Inc. All rights reserved.",Human,Embryonic stem cell,0,0,0,0,0,0,0,0,8,21,29
680,2015,Basal cell carcinoma preferentially arises from stem cells within hair follicle and mechanosensory niches,"Peterson, S.C. # Eberl, M. # Vagnozzi, A.N. # Belkadi, A. # Veniaminova, N.A. # Verhaegen, M.E. # Bichakjian, C.K. # Ward, N.L. # Dlugosz, A.A. # Wong, S.Y. #",Cell Stem Cell,16,4,400,412,Article,"Basal cell carcinoma (BCC) is characterized by frequent loss of PTCH1, leading to constitutive activation of the Hedgehog pathway. Although the requirement for Hedgehog in BCC is well established, the identity of disease-initiating cells and the compartments in which they reside remain controversial. By using several inducible Cre drivers to delete Ptch1 in different cell compartments in mice, we show here that multiple hair follicle stem cell populations readily develop BCC-like tumors. In contrast, stem cells within the interfollicular epidermis do not efficiently form tumors. Notably, we observed that innervated Gli1-expressing progenitors within mechanosensory touch dome epithelia are highly tumorigenic. Sensory nerves activate Hedgehog signaling in normal touch domes, while denervation attenuates touch dome-derived tumors. Together, our studies identify varying tumor susceptibilities among different stem cell populations in the skin, highlight touch dome epithelia as ""hot spots"" for tumor formation, and implicate cutaneous nerves as mediators of tumorigenesis. © 2015 Elsevier Inc. All rights reserved.",Mouse,Cancer stem cell,0,0,0,0,0,0,0,0,4,22,26
681,2015,The long noncoding RNA lncTCF7 promotes self-renewal of human liver cancer stem cells through activation of Wnt signaling,"Wang, Y. # He, L. # Du, Y. # Zhu, P. # Huang, G. # Luo, J. # Yan, X. # Ye, B. # Li, C. # Xia, P. # Zhang, G. # Tian, Y. # Chen, R. # Fan, Z. #",Cell Stem Cell,16,4,413,425,Article,"Hepatocellular carcinoma (HCC) is the most prevalent subtype of liver cancer, and it is characterized by a high rate of recurrence and heterogeneity. Liver cancer stem cells (CSCs) may well contribute to both of these pathological properties, but the mechanisms underlying their self-renewal and maintenance are poorly understood. Here, using transcriptome microarray analysis, we identified a long noncoding RNA (lncRNA) termed lncTCF7 that is highly expressed in HCC tumors and liver CSCs. LncTCF7 is required for liver CSC self-renewal and tumor propagation. Mechanistically, lncTCF7 recruits the SWI/SNF complex to the promoter of TCF7 to regulate its expression, leading to activation of Wnt signaling. Our data suggest that lncTCF7-mediated Wnt signaling primes liver CSC self-renewal and tumor propagation. In sum, therefore, we have identified an lncRNA-based Wnt signaling regulatory circuit that promotes tumorigenic activity in liver cancer stem cells, highlighting the role that lncRNAs can play in tumor growth and propagation. © 2015 Elsevier Inc. All rights reserved.",Human,Cancer stem cell,0,0,0,0,0,0,0,0,6,48,54
682,2015,Long non-coding RNAs control hematopoietic stem cell function,"Luo, M. # Jeong, M. # Sun, D. # Park, H.J. # Rodriguez, B.A.T. # Xia, Z. # Yang, L. # Zhang, X. # Sheng, K. # Darlington, G.J. # Li, W. # Goodell, M.A. #",Cell Stem Cell,16,4,426,438,Article,"Hematopoietic stem cells (HSCs) possess unique gene expression programs that enforce their identity and regulate lineage commitment. Long non-coding RNAs (lncRNAs) have emerged as important regulators of gene expression and cell fate decisions, although their functions in HSCs are unclear. Here we profiled the transcriptome of purified HSCs by deep sequencing and identified 323 unannotated lncRNAs. Comparing their expression in differentiated lineages revealed 159 lncRNAs enriched in HSCs, some of which are likely HSC specific (LncHSCs). These lncRNA genes share epigenetic features with protein-coding genes, including regulated expression via DNA methylation, and knocking down two LncHSCs revealed distinct effects on HSC self-renewal and lineage commitment. We mapped the genomic binding sites of one of these candidates and found enrichment for key hematopoietic transcription factor binding sites, especially E2A. Together, these results demonstrate that lncRNAs play important roles in regulating HSCs, providing an additional layer to the genetic circuitry controlling HSC function. © 2015 Elsevier Inc. All rights reserved.",Mouse,Hematopoietic stem cell,0,0,0,0,0,0,0,0,3,13,16
683,2015,The long noncoding RNA Pnky regulates neuronal differentiation of embryonic and postnatal neural stem cells,"Ramos, A.D. # Andersen, R.E. # Liu, S.J. # Nowakowski, T.J. # Hong, S.J. # Gertz, C.C. # Salinas, R.D. # Zarabi, H. # Kriegstein, A.R. # Lim, D.A. #",Cell Stem Cell,16,4,439,447,Article,"While thousands of long noncoding RNAs (lncRNAs) have been identified, few lncRNAs that control neural stem cell (NSC) behavior are known. Here, we identify Pinky (Pnky) as a neural-specific lncRNA that regulates neurogenesis from NSCs in the embryonic and postnatal brain. In postnatal NSCs, Pnky knockdown potentiates neuronal lineage commitment and expands the transit-amplifying cell population, increasing neuron production several-fold. Pnky is evolutionarily conserved and expressed in NSCs of the developing human brain. In the embryonic mouse cortex, Pnky knockdown increases neuronal differentiation and depletes the NSC population. Pnky interacts with the splicing regulator PTBP1, and PTBP1 knockdown also enhances neurogenesis. In NSCs, Pnky and PTBP1 regulate the expression and alternative splicing of a core set of transcripts that relates to the cellular phenotype. These data thus unveil Pnky as a conserved lncRNA that interacts with a key RNA processing factor and regulates neurogenesis from embryonic and postnatal NSC populations. © 2015 Elsevier Inc. All rights reserved.",Mouse,Neural stem cell,0,0,0,0,0,0,0,0,9,26,35
684,2015,Myocardial infarction activates CCR2+ hematopoietic stem and progenitor cells,"Dutta, P. # Sager, H.B. # Stengel, K.R. # Naxerova, K. # Courties, G. # Saez, B. # Silberstein, L. # Heidt, T. # Sebas, M. # Sun, Y. # Wojtkiewicz, G. # Feruglio, P.F. # King, K. # Baker, J.N. # Van Der Laan, A.M. # Borodovsky, A. # Fitzgerald, K. # Hulsmans, M. # Hoyer, F. # Iwamoto, Y. # Vinegoni, C. # Brown, D. # Di Carli, M. # Libby, P. # Hiebert, S.W. # Scadden, D.T. # Swirski, F.K. # Weissleder, R. # Nahrendorf, M. #",Cell Stem Cell,16,5,477,487,Article,"Following myocardial infarction (MI), myeloid cells derived from the hematopoietic system drive a sharp increase in systemic leukocyte levels that correlates closely with mortality. The origin of these myeloid cells, and the response of hematopoietic stem and progenitor cells (HSPCs) to MI, however, is unclear. Here, we identify a CCR2+CD150+CD48- LSK hematopoietic subset as the most upstream contributor to emergency myelopoiesis after ischemic organ injury. This subset has 4-fold higher proliferation rates than CCR2-CD150+CD48- LSK cells, displays a myeloid differentiation bias, and dominates the migratory HSPC population. We further demonstrate that the myeloid translocation gene 16 (Mtg16) regulates CCR2+ HSPC emergence. Mtg16-/- mice have decreased levels of systemic monocytes and infarct-associated macrophages and display compromised tissue healing and post-MI heart failure. Together, these data provide insights into regulation of emergency hematopoiesis after ischemic injury and identify potential therapeutic targets to modulate leukocyte output after MI. © 2015 Elsevier Inc.",Mouse,Hematopoietic stem cell,0,0,0,0,0,0,0,0,4,18,22
685,2015,Neuronal hyperactivity accelerates depletion of neural stem cells and impairs hippocampal neurogenesis,"Sierra, A. # Martín-Suarez, S. # Valcarcel-Martín, R. # Pascual-Brazo, J. # Aelvoet, S.-A. # Abiega, O. # Deudero, J.J.P. # Brewster, A.L. # Bernales, I. # Anderson, A.E. # Baekelandt, V. # Maleti_-Savati_, M. # Encinas, J.M. #",Cell Stem Cell,16,5,488,503,Article,"Adult hippocampal neurogenesis is believed to maintain a range of cognitive functions, many of which decline with age. We recently reported that radial neural stem cells (rNSCs) in the hippocampus undergo activation-dependent conversion into astrocytes, a mechanism that over time contributes to a reduction in the rNSC population. Here, we injected low and high levels of kainic acid (KA) in the dentate gyrus to assess whether neuronal hyperexcitation, a hallmark of epileptic disorders, could accelerate this conversion. At low levels of KA, generating epileptiform activity without seizures, we indeed found increased rNSC activation and conversion into astrocytes. At high levels, generating sustained epileptic seizures, however, we find that rNSCs divide symmetrically and that both mother and daughter cells convert into reactive astrocytes. Our results demonstrate that a threshold response for neuronal hyperexcitation provokes a dramatic shift in rNSC function, which impairs adult hippocampal neurogenesis in the long term. © 2015 Elsevier Inc.",Mouse,Neural stem cell,0,0,0,0,0,0,0,0,4,21,25
